Title: The Next Generation Virgo Cluster Survey (NGVS). XIV. The Discovery 
       of Low Mass Galaxies and a New Galaxy Catalog in the Core of the 
       VIrgo Cluster  
Authors: Ferrarese L., Cote P., MacArthur L.A., Durrell P.R., Gwyn S.D., 
         Duc P.-A., Sanchez-Janssen R., Santos M., Blakeslee J.P., Boselli A., 
         Boyer F., Cantiello M., Courteau S., Cuillandre J.-C., Emsellem E., 
         Erben T., Gavazzi G., Guhathakurta P., Huertas-Company M., Jordan A.,
         Lancon A., Liu C., Mei S., Mihos J.C., Peng E.W., Puzia T.H., 
         Roediger J., Schade D., Taylor J.E., Toloba E., Zhang H. 
Table: NGVS Core Region Galaxies: Galaxy Colors
================================================================================
Byte-by-byte Description of file: apjab339ft7_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label  Explanations
--------------------------------------------------------------------------------
   1- 27 A27    ---   NGVS   NGVS identifier
NGVSJ12:31:19.57+12:36:41.5 0 16.97 1.15  0.52  0.83  0.96 
NGVSJ12:31:24.42+13:20:56.7 0 20.13 1.05  0.51  0.65  0.77 
NGVSJ12:31:28.07+12:51:18.3 0 19.44 0.73  0.26  0.52  0.54 
NGVSJ12:31:28.82+12:06:50.3 2 18.99 2.43  0.80  0.41  1.19 
NGVSJ12:31:30.70+12:59:00.2 2 22.65 1.61  0.35  0.51  0.01 
NGVSJ12:31:30.92+12:56:11.2 2 22.17 0.89  0.44  0.63  0.98 
NGVSJ12:31:31.68+11:36:11.1 0 17.05 1.12  0.57  0.90  1.08 
NGVSJ12:31:32.54+11:37:29.1 0 12.70 1.31  0.59  0.94  1.20 
NGVSJ12:31:33.35+12:03:49.7 0 16.54 1.05  0.50  0.80  0.97 
NGVSJ12:31:33.92+12:04:03.2 0 18.99 1.04  0.48  0.79  0.72 
NGVSJ12:31:34.12+12:54:17.6 2 22.13 1.44  0.37  0.63 -0.75 
NGVSJ12:31:35.09+11:54:46.9 2 21.53 1.06  0.22  0.71  0.86 
NGVSJ12:31:35.38+12:10:07.4 2 18.89 0.96  0.87  0.16  1.19 
NGVSJ12:31:36.13+12:20:12.2 2 23.06 1.77  0.41  0.70 -0.40 
NGVSJ12:31:36.42+13:05:19.7 0 18.32 1.12  0.45  0.72  0.82 
NGVSJ12:31:37.22+12:46:30.8 2 21.47 0.98  0.42  0.65  0.87 
NGVSJ12:31:38.75+11:49:44.7 2 21.29 1.17  0.52  0.53  1.08 
NGVSJ12:31:41.52+11:48:04.6 2 23.39 1.37  0.63  0.73  0.72 
NGVSJ12:31:43.84+11:51:51.3 2 22.27 0.84  0.40  0.68  1.01 
NGVSJ12:31:44.03+12:36:44.6 0 18.58 1.12  0.53  0.80  0.96 
NGVSJ12:31:47.45+12:58:14.4 2 22.01 1.01  0.47  0.70  0.62 
NGVSJ12:31:47.86+12:18:21.5 1 21.43 1.16  0.65  0.71  0.70 
NGVSJ12:31:48.01+12:21:33.1 1 19.74 1.75  0.14  0.77  0.34 
NGVSJ12:31:51.33+12:39:25.2 0 14.44 1.21  0.59  0.93  1.10 
NGVSJ12:31:52.01+12:28:54.5 0 15.81 1.13  0.55  0.83  1.03 
NGVSJ12:31:52.90+12:15:59.1 0 17.83 1.04  0.84  0.89  1.36 
NGVSJ12:31:53.09+13:15:44.1 2 21.25 1.14  0.33  0.52  0.41 
NGVSJ12:31:55.11+12:56:43.0 2 22.84 0.91  0.51  0.82  0.92 
NGVSJ12:31:55.93+12:10:27.0 0 14.64 1.21  0.58  0.92  1.19 
NGVSJ12:31:56.40+11:58:21.6 0 17.07 1.13  0.59  0.89  1.06 
NGVSJ12:32:00.19+13:04:55.4 0 16.86 1.06  0.46  0.75  0.67 
NGVSJ12:32:00.75+12:37:13.2 0 16.52 1.16  0.50  0.81  0.95 
NGVSJ12:32:01.12+13:04:31.5 2 20.90 0.94  0.43  0.72  1.27 
NGVSJ12:32:01.88+13:24:02.0 2 23.00 1.32  0.39  0.61  0.76 
NGVSJ12:32:02.74+11:53:24.3 0 14.77 1.2   0.58  0.93  1.12 
NGVSJ12:32:03.77+13:04:25.1 1 21.44 1.11  0.49  0.66  0.19 
NGVSJ12:32:03.79+12:34:10.0 1 22.27 0.84  0.46  0.57  1.12 
NGVSJ12:32:04.80+12:23:42.0 1 20.20 1.10  0.50  0.81  0.89 
NGVSJ12:32:05.63+11:49:03.6 0 15.36 0.73  0.29  0.47  0.58 
NGVSJ12:32:07.65+12:26:02.9 0 17.82 1.10  0.52  0.81  0.98 
NGVSJ12:32:09.31+12:50:20.2 0 16.76 1.12  0.53  0.82  0.93 
NGVSJ12:32:10.28+12:33:02.2 1 20.12 0.69  0.54  0.88  1.45 
NGVSJ12:32:10.50+13:25:09.7 0 13.17 1.19  0.56  0.86  1.11 
NGVSJ12:32:11.36+12:30:24.9 0 17.09 1.13  0.51  0.80  0.96 
NGVSJ12:32:12.24+12:03:41.5 0 16.23 1.17  0.54  0.89  1.05 
NGVSJ12:32:14.52+11:47:26.5 1 19.86 0.75  0.42  0.65  0.73 
NGVSJ12:32:22.52+12:19:32.1 1 19.71 1.12  0.61  0.66  0.86 
NGVSJ12:32:23.58+11:53:36.1 0 15.40 1.05  0.50  0.78  0.93 
NGVSJ12:32:24.04+11:45:31.5 2 20.26 1.02  0.45  0.67  0.83 
NGVSJ12:32:25.47+12:08:52.9 1 20.73 1.03  0.42  0.76  0.97 
NGVSJ12:32:25.50+13:05:29.3 1 21.18 1.21  0.47  0.64  0.72 
NGVSJ12:32:26.21+12:43:48.2 2 21.75 0.92  0.53  0.53  0.96 
NGVSJ12:32:26.22+11:45:01.7 2 22.17 1.11  0.47  0.77  0.32 
NGVSJ12:32:26.53+11:37:20.7 1 21.39 1.98  0.58  0.73  1.03 
NGVSJ12:32:29.96+11:50:01.3 0 20.12 1.03  0.53  0.89  1.01 
NGVSJ12:32:32.48+11:42:00.3 1 21.87 1.03  0.41  0.77  0.86 
NGVSJ12:32:33.45+12:47:21.6 1 20.59 1.14  0.45  0.68  0.65 
NGVSJ12:32:33.49+12:11:55.5 2 23.71 0.66 -0.18  0.55       
NGVSJ12:32:34.71+12:38:21.1 0 17.44 1.15  0.43  0.69  0.82 
NGVSJ12:32:38.96+12:17:36.7 2 21.31 0.95  0.39  0.68  0.79 
NGVSJ12:32:39.13+13:19:47.5 0 17.60 1.12  0.52  0.78  0.89 
NGVSJ12:32:39.99+11:53:43.7 2 22.54 0.81  0.46  0.61  1.17 
NGVSJ12:32:40.80+12:46:15.9 0 13.67 1.02  0.65  0.75  0.95 
NGVSJ12:32:50.56+12:08:20.8 2 20.47 0.92  0.50  0.71  0.88 
NGVSJ12:32:54.11+12:48:27.2 1 18.24 1.10  0.52  0.79  0.90 
NGVSJ12:32:54.78+11:57:26.2 2 21.98 1.08  0.37  0.55  0.75 
NGVSJ12:32:55.32+12:20:58.0 2 22.52 1.07  0.24  0.35  0.33 
NGVSJ12:32:55.32+12:38:06.9 0 19.15 1.08  0.54  0.84  0.94 
NGVSJ12:32:55.36+12:45:33.2 1 20.68 1.12  0.52  0.73  0.66 
NGVSJ12:32:55.68+13:13:56.9 2 21.64 0.91  0.54  0.89  1.06 
NGVSJ12:33:00.04+12:34:22.9 2 23.49 1.15  0.16  0.63  0.50 
NGVSJ12:33:00.82+11:54:52.6 2 22.86 2.03  0.56  0.89  1.24 
NGVSJ12:33:03.96+12:53:15.4 1 21.62 0.96  0.58  0.78  0.82 
NGVSJ12:33:05.74+13:09:39.7 0 18.75 1.05  0.48  0.68  0.84 
NGVSJ12:33:05.99+11:32:01.3 2 20.06 1.35  0.59  0.91  1.08 
NGVSJ12:33:06.02+11:55:22.9 2 22.76 1.10  0.39  0.69  0.66 
NGVSJ12:33:06.41+13:18:11.1 0 18.37 1.07  0.52  0.77  0.96 
NGVSJ12:33:07.21+13:08:24.6 2 23.10 1.34  0.33  0.28  0.42 
NGVSJ12:33:07.52+12:12:13.4 0 20.07 0.88  0.53  0.91  1.00 
NGVSJ12:33:07.97+12:30:08.9 2 21.68 1.65  0.57  0.78  0.75 
NGVSJ12:33:08.68+12:10:57.8 2 20.66 0.98  0.48  0.80  0.78 
NGVSJ12:33:09.53+12:16:57.3 0 17.86 1.12  0.53  0.84  0.89 
NGVSJ12:33:10.17+12:05:09.9 1 20.11 0.73  0.59  0.84  0.96 
NGVSJ12:33:11.87+12:42:55.7 2 23.12 1.25  0.45  0.86  1.15 
NGVSJ12:33:14.01+12:51:28.2 0 14.75 1.28  0.60  0.95  1.14 
NGVSJ12:33:14.02+11:46:53.6 1 21.88 0.95  0.54  0.71  0.67 
NGVSJ12:33:15.73+11:52:07.0 1 20.12 1.14  0.47  0.79  0.90 
NGVSJ12:33:15.83+13:13:10.3 2 21.61 1.54  0.46  0.53  0.23 
NGVSJ12:33:16.88+12:16:56.2 0 19.47 1.08  0.55  0.81  0.92 
NGVSJ12:33:16.91+12:34:54.5 1 18.74 1.04  0.49  0.74  0.90 
NGVSJ12:33:17.19+11:37:36.4 2 21.37 1.32  0.37  0.67  0.89 
NGVSJ12:33:17.38+12:34:54.5 0 21.51 1.22  0.48  0.72  0.26 
NGVSJ12:33:19.79+12:51:12.5 0 14.76 0.77  0.24  0.41  0.48 
NGVSJ12:33:22.53+11:38:29.4 0 18.92 1.11  0.55  0.83  0.94 
NGVSJ12:33:24.73+12:24:11.3 2 21.18 1.11  0.48  0.67  0.66 
NGVSJ12:33:25.21+13:24:58.5 0 18.16 0.90  0.50  0.79  0.82 
NGVSJ12:33:29.44+13:17:22.8 2 23.02 0.61  0.38  0.71  0.47 
NGVSJ12:33:30.72+13:00:21.5 2 22.07 0.67  0.46  0.57  0.49 
NGVSJ12:33:32.45+12:15:45.0 2 22.28 0.86  0.67  0.81  0.51 
NGVSJ12:33:36.86+13:21:45.4 2 22.97 0.96  0.56  0.74  0.73 
NGVSJ12:33:40.31+12:44:13.6 0 18.34 1.03  0.55  0.82  1.02 
NGVSJ12:33:40.81+12:34:16.4 0 17.55 1.09  0.52  0.77  0.98 
NGVSJ12:33:40.91+12:22:56.7 0 18.42 1.03  0.50  0.78  0.90 
NGVSJ12:33:44.70+11:40:57.1 1 20.26 0.96  0.68  0.89  1.17 
NGVSJ12:33:47.06+11:46:53.8 0 17.88 1.15  0.56  0.84  0.90 
NGVSJ12:33:48.67+12:46:48.1 0 17.47 1.13  0.56  0.86  0.99 
NGVSJ12:33:49.57+13:02:20.3 0 19.71 0.96  0.49  0.80  0.93 
NGVSJ12:33:51.12+12:57:30.3 0 19.09 0.93  0.46  0.72  0.72 
NGVSJ12:33:51.62+13:19:20.9 0 14.25 1.32  0.61  0.96  1.16 
NGVSJ12:33:52.35+13:14:54.6 2 22.19 0.70  0.47  0.76  1.08 
NGVSJ12:33:52.50+12:07:02.5 0 20.39 1.01  0.45  0.81  0.60 
NGVSJ12:33:58.18+13:13:14.9 1 20.69 1.16  0.49  0.65  0.81 
NGVSJ12:34:01.39+12:43:11.2 0 19.02 1.06  0.53  0.79  0.85 
NGVSJ12:34:06.56+11:50:12.1 0 17.88 1.08  0.55  0.82  0.99 
NGVSJ12:34:06.74+12:44:29.7 0 15.68 1.20  0.58  0.90  1.06 
NGVSJ12:34:07.61+12:38:52.6 2 21.44 0.97  0.49  0.66  0.53 
NGVSJ12:34:07.83+11:45:48.1 1 20.58 1.36  0.55  0.71  0.97 
NGVSJ12:34:08.81+11:34:30.7 2 22.81 1.25  0.40  0.60  0.97 
NGVSJ12:34:08.98+12:44:24.8 0 18.99 1.04  0.57  0.82  0.93 
